category,city,fax,name,country,address2,address,brand,phone,state,postal_code,location,last_checked,location_geocells,image_url,id
4,Langkawi,(60)(4) 9666414,The Westin Langkawi Resort & Spa,Malaysia,Kedah,Jalan Pantai Dato Syed Omar,westin,(60)(4) 9608888,,07000,"6.3574716,99.7686398",2010-09-22T19:10:49,"[u'd', u'd0', u'd09', u'd096', u'd0965', u'd09655', u'd096558', u'd096558c', u'd096558c9', u'd096558c99', u'd096558c99a', u'd096558c99af', u'd096558c99af6']",http://www.starwoodhotels.com/pub/media/283/wes283ex.36803_tn.jpg,283
4,Melbourne,(61)(3) 9635 2122,The Westin Melbourne,Australia,,205 Collins Street,westin,(61)(3) 9635 2222,Victoria,3000,"-37.815446,144.967346",2010-09-22T13:33:13,"[u'7', u'74', u'749', u'749d', u'749d0', u'749d0b', u'749d0b3', u'749d0b3e', u'749d0b3eb', u'749d0b3eb7', u'749d0b3eb75', u'749d0b3eb755', u'749d0b3eb755f']",http://www.starwoodhotels.com/pub/media/1185/ap1185ex7_tn.jpg,1185
1,Chicago,(773) 581-8421,Four Points by Sheraton Chicago Midway Airport,United States,,7353 South Cicero Avenue,fourpoints,(773) 581-5300,Illinois,60629,"41.7614747,-87.7418932",2010-09-22T02:14:40,"[u'9', u'9a', u'9a8', u'9a8b', u'9a8b6', u'9a8b69', u'9a8b696', u'9a8b6965', u'9a8b6965a', u'9a8b6965a9', u'9a8b6965a90', u'9a8b6965a90f', u'9a8b6965a90f9']",http://www.starwoodhotels.com/pub/media/1319/fpt1319re.18492_tn.jpg,1319
3,Philadelphia,(215) 673-4240,Four Points by Sheraton Philadelphia Northeast,United States,,9461 Roosevelt Boulevard,fourpoints,(215) 671-9600,Pennsylvania,19114,"40.0807296,-75.0284063",2010-09-22T02:18:40,"[u'9', u'9a', u'9ac', u'9ac6', u'9ac64', u'9ac644', u'9ac6441', u'9ac64411', u'9ac64411b', u'9ac64411bf', u'9ac64411bf5', u'9ac64411bf5c', u'9ac64411bf5cf']",http://www.starwoodhotels.com/pub/media/3194/fpt3194ex.66668_tn.jpg,3194
4,Abuja,(234) (9) 523 1571,Sheraton Abuja Hotel,Nigeria,,Ladi Kwali Way,sheraton,(234) (9) 461 2000,Abuja Federal Capital Territory,,"9.0642075,7.4811083",2010-09-22T19:54:57,"[u'c', u'c0', u'c0b', u'c0b1', u'c0b1b', u'c0b1b9', u'c0b1b92', u'c0b1b921', u'c0b1b9215', u'c0b1b9215c', u'c0b1b9215cb', u'c0b1b9215cb2', u'c0b1b9215cb27']",http://www.starwoodhotels.com/pub/media/343/aime343ex3_tn.jpg,343
3,Bangkok,(66)(2) 232 8999,Le Méridien Bangkok,Thailand,Bangrak,40/5 Surawong Road,lemeridien,(66)(2) 232 8888,,10500,"13.7278817,100.5249023",2010-09-22T21:27:14,"[u'd', u'd2', u'd21', u'd21f', u'd21f9', u'd21f95', u'd21f956', u'd21f956d', u'd21f956d5', u'd21f956d5d', u'd21f956d5dd', u'd21f956d5ddf', u'd21f956d5ddf7']",http://www.starwoodhotels.com/pub/media/1946/mer1946ex.72557_tn.jpg,1946
3,Northbrook,(847) 480-1922,Sheraton Chicago Northbrook Hotel,United States,,1110 Willow Road,sheraton,(847) 480-1900,Illinois,60062,"42.1080185,-87.8070926",2010-09-24T05:55:12,"[u'9', u'9a', u'9a8', u'9a8b', u'9a8be', u'9a8be8', u'9a8be85', u'9a8be85f', u'9a8be85f0', u'9a8be85f05', u'9a8be85f05b', u'9a8be85f05ba', u'9a8be85f05baf']",http://www.starwoodhotels.com/pub/media/3134/she3134ex.72098_tn.jpg,3134
4,Victoria,(250) 391-3792,"The Westin Bear Mountain Golf Resort & Spa, Victoria",Canada,,1999 Country Club Way,westin,(250) 391-7160,British Columbia,V9B 6R3,"48.4769675,-123.53183",2010-09-22T02:22:50,"[u'a', u'a4', u'a46', u'a460', u'a460a', u'a460ae', u'a460ae1', u'a460ae17', u'a460ae17e', u'a460ae17ed', u'a460ae17edb', u'a460ae17edb5', u'a460ae17edb5b']",http://www.starwoodhotels.com/pub/media/1747/wes1747ex.85092_tn.jpg,1747
4,Fort Worth,(817) 335-3333,Sheraton Fort Worth Hotel and Spa,United States,,1701 Commerce Street,sheraton,(817) 335-7000,Texas,76102,"32.7472303,-97.3251473",2010-09-23T14:14:07,"[u'8', u'8d', u'8de', u'8dec', u'8decd', u'8decd2', u'8decd24', u'8decd24c', u'8decd24cb', u'8decd24cbd', u'8decd24cbd7', u'8decd24cbd7f', u'8decd24cbd7f1']",http://www.starwoodhotels.com/pub/media/1784/she1784ex.67822_tn.jpg,1784
4,Atlanta,(678) 500-3105,W Atlanta - Buckhead,United States,,3377 Peachtree Road NE,whotels,(678) 500-3100,Georgia,30326,"33.847236,-84.366095",2010-09-23T18:58:19,"[u'9', u'9a', u'9a1', u'9a10', u'9a100', u'9a1008', u'9a10080', u'9a10080b', u'9a10080b6', u'9a10080b69', u'9a10080b697', u'9a10080b697f', u'9a10080b697f0']",http://www.starwoodhotels.com/pub/media/3167/who3167lo.71711_tn.jpg,3167
2,Brown Deer,(414) 355-3566,Four Points by Sheraton Milwaukee North,United States,,8900 North Kildeer Court,fourpoints,(414) 355-8585,Wisconsin,53209,"43.180216,-87.961049",2010-09-22T02:26:51,"[u'9', u'9a', u'9aa', u'9aa3', u'9aa33', u'9aa33d', u'9aa33d8', u'9aa33d87', u'9aa33d872', u'9aa33d872c', u'9aa33d872cf', u'9aa33d872cfe', u'9aa33d872cfea']",http://www.starwoodhotels.com/pub/media/949/fpt949ex.31797_tn.jpg,949
2,Charlotte,(704) 522-1634,Four Points by Sheraton Charlotte,United States,,315 E Woodlawn Road,fourpoints,(704) 522-0852,North Carolina,28217,"35.1776192,-80.8785992",2010-09-23T22:08:50,"[u'9', u'9a', u'9a1', u'9a1c', u'9a1c1', u'9a1c15', u'9a1c157', u'9a1c157a', u'9a1c157ae', u'9a1c157ae0', u'9a1c157ae02', u'9a1c157ae02a', u'9a1c157ae02aa']",http://www.starwoodhotels.com/pub/media/1989/fpt1989ex.66768_tn.jpg,1989
3,Chengdu,(86)(28) 8676 8888,Sheraton Chengdu Lido Hotel,China,,"No. 15, Section 1, Ren Min Zhong Road",sheraton,(86)(28) 8676 8999,Sichuan,610015,"30.6615,104.0659",2010-09-23T12:01:45,"[u'd', u'd8', u'd8c', u'd8ce', u'd8ce8', u'd8ce82', u'd8ce828', u'd8ce828a', u'd8ce828ac', u'd8ce828ac1', u'd8ce828ac15', u'd8ce828ac15c', u'd8ce828ac15cb']",http://www.starwoodhotels.com/pub/media/1296/she1296ex.49078_tn.jpg,1296
4,Cambridge,(617) 494-8366,Le Méridien Cambridge-MIT,United States,,20 Sidney Street,lemeridien,(617) 577-0200,Massachusetts,02139,"42.362349,-71.100211",2010-09-22T02:30:51,"[u'9', u'9a', u'9af', u'9af1', u'9af11', u'9af11f', u'9af11fa', u'9af11faa', u'9af11faac', u'9af11faac9', u'9af11faac9c', u'9af11faac9c6', u'9af11faac9c60']",http://www.starwoodhotels.com/pub/media/3253/mer3253ex.58140_tn.jpg,3253
2,Novi,(248) 349-4066,Sheraton Detroit Novi,United States,,21111 Haggerty Road,sheraton,(248) 349-4000,Michigan,48375,"42.4429235,-83.4341655",2010-09-24T06:03:15,"[u'9', u'9a', u'9ab', u'9ab0', u'9ab06', u'9ab066', u'9ab066e', u'9ab066e5', u'9ab066e5b', u'9ab066e5ba', u'9ab066e5bab', u'9ab066e5babe', u'9ab066e5babe0']",http://www.starwoodhotels.com/pub/media/2019/na2019ex2_tn.jpg,2019
2,Guayaquil,(593)(4) 2082081,Sheraton Guayaquil Hotel,Ecuador,Frente Al Mall Del Sol,"Av Constitucion, Plaza Del Sol",sheraton,(593)(4) 2082088,,,"-2.203816,-79.897453",2010-09-22T17:50:16,"[u'3', u'3a', u'3ab', u'3ab5', u'3ab5a', u'3ab5a6', u'3ab5a6f', u'3ab5a6f7', u'3ab5a6f78', u'3ab5a6f783', u'3ab5a6f783f', u'3ab5a6f783f2', u'3ab5a6f783f27']",http://www.starwoodhotels.com/pub/media/1159/she1159ex.54198_tn.jpg,1159
3,Mar del Plata,(54)(223) 414 0009,Sheraton Mar del Plata Hotel,Argentina,,Alem 4221,sheraton,(54)(223) 414 0000,Buenos Aires,7600,"-38.0316654,-57.5391692",2010-09-22T13:29:13,"[u'3', u'31', u'319', u'3197', u'3197a', u'3197a9', u'3197a99', u'3197a993', u'3197a9931', u'3197a99313', u'3197a993132', u'3197a993132a', u'3197a993132ab']",http://www.starwoodhotels.com/pub/media/113/she113ex.87832_tn.jpg,113
4,San Diego,(619) 692-2337,Sheraton San Diego Hotel & Marina,United States,,1380 Harbor Island Drive,sheraton,(619) 291-2900,California,92101,"32.727063,-117.19847",2010-09-23T13:58:04,"[u'8', u'8c', u'8cf', u'8cf8', u'8cf8c', u'8cf8c4', u'8cf8c4c', u'8cf8c4ca', u'8cf8c4cac', u'8cf8c4cac4', u'8cf8c4cac4e', u'8cf8c4cac4ef', u'8cf8c4cac4ef3']",http://www.starwoodhotels.com/pub/media/127/she127ag.77353_tn.jpg,127
4,Seattle,(206) 621-8441,Sheraton Seattle Hotel,United States,,1400 6th Avenue,sheraton,(206) 621-9000,Washington,98101,"47.6132904,-122.3378583",2010-09-22T02:34:52,"[u'a', u'a4', u'a44', u'a44b', u'a44b8', u'a44b8a', u'a44b8a2', u'a44b8a2b', u'a44b8a2b2', u'a44b8a2b2b', u'a44b8a2b2b8', u'a44b8a2b2b84', u'a44b8a2b2b846']",http://www.starwoodhotels.com/pub/media/460/she460ex.47273_tn.jpg,460
4,Brussels,(32)(2) 2243456,Sheraton Brussels Hotel,Belgium,,"Place Rogier, 3",sheraton,(32)(2) 2243111,,1210,"50.8557849,4.3580685",2010-09-24T07:23:22,"[u'e', u'e0', u'e08', u'e085', u'e0852', u'e08523', u'e085236', u'e0852361', u'e08523611', u'e085236111', u'e0852361117', u'e08523611178', u'e08523611178c']",http://www.starwoodhotels.com/pub/media/488/she488ex.39117_tn.jpg,488
4,Sunnyvale,(408) 734-8276,Sheraton Sunnyvale Hotel,United States,,1100 North Mathilda Avenue,sheraton,(408) 745-6000,California,94089,"37.404483,-122.024762",2010-09-24T04:35:04,"[u'8', u'8e', u'8e6', u'8e63', u'8e630', u'8e630f', u'8e630f4', u'8e630f4c', u'8e630f4c8', u'8e630f4c81', u'8e630f4c81a', u'8e630f4c81a9', u'8e630f4c81a9d']",http://www.starwoodhotels.com/pub/media/754/she754ex.69510_tn.jpg,754
5,Madrid,(34)(91) 3608100,"The Westin Palace, Madrid",Spain,,"Plaza de las Cortes, 7",westin,(34)(91) 3608000,,28014,"40.4155559,-3.6955169",2010-09-22T02:38:53,"[u'9', u'9f', u'9fd', u'9fd3', u'9fd33', u'9fd33b', u'9fd33bd', u'9fd33bdd', u'9fd33bddb', u'9fd33bddb2', u'9fd33bddb28', u'9fd33bddb288', u'9fd33bddb288b']",http://www.starwoodhotels.com/pub/media/79/wes79ex.57338_tn.jpg,79
4,Tarrytown,(914) 332-7950,Sheraton Tarrytown Hotel,United States,,600 White Plains Rd,sheraton,(914) 332-7900,New York,10591-5104,"41.062673,-73.839133",2010-09-22T02:42:54,"[u'9', u'9a', u'9ac', u'9acd', u'9acd3', u'9acd3d', u'9acd3d7', u'9acd3d79', u'9acd3d797', u'9acd3d797f', u'9acd3d797f7', u'9acd3d797f7c', u'9acd3d797f7cd']",http://www.starwoodhotels.com/pub/media/1428/she1428ex.48609_tn.jpg,1428
4,San Juan,(787) 993-3505,Sheraton Puerto Rico Hotel & Casino,United States,,200 Convention Boulevard,sheraton,(787) 993-3500,Puerto Rico,00907,"18.45295,-66.09363",2010-09-22T22:27:25,"[u'9', u'93', u'938', u'9389', u'93890', u'93890a', u'93890aa', u'93890aa8', u'93890aa88', u'93890aa880', u'93890aa8801', u'93890aa8801b', u'93890aa8801bc']",http://www.starwoodhotels.com/pub/media/1523/she1523po.84764_tn.jpg,1523
4,New York,(212) 967-8186,Four Points by Sheraton Midtown - Times Square,United States,,326 West 40th Street,fourpoints,(212) 967-8585,New York,10018,"40.75639,-73.992368",2010-09-22T02:46:54,"[u'9', u'9a', u'9ac', u'9ac7', u'9ac7b', u'9ac7be', u'9ac7be2', u'9ac7be2c', u'9ac7be2ca', u'9ac7be2cab', u'9ac7be2cab4', u'9ac7be2cab49', u'9ac7be2cab49e']",http://www.starwoodhotels.com/pub/media/1713/fpt1713ex.80338_tn.jpg,1713
3,Columbus,(614) 475-8620,Four Points by Sheraton Columbus Ohio Airport,United States,,3030 Plaza Properties Boulevard,fourpoints,(614) 475-8383,Ohio,43219,"40.0026753,-82.92704",2010-09-22T02:50:54,"[u'9', u'9a', u'9a9', u'9a91', u'9a91a', u'9a91a8', u'9a91a83', u'9a91a835', u'9a91a835c', u'9a91a835c1', u'9a91a835c13', u'9a91a835c13f', u'9a91a835c13fd']",http://www.starwoodhotels.com/pub/media/3329/fpt3329ex.79194_tn.jpg,3329
4,Port Gentil,(241) 552806,Le Méridien Mandji,Gabon,,Le Meridien Mandji,lemeridien,(241) 552103,,,"-0.721085,8.781655",2010-09-22T17:54:17,"[u'6', u'6a', u'6ab', u'6abc', u'6abca', u'6abcaf', u'6abcafd', u'6abcafd6', u'6abcafd66', u'6abcafd66e', u'6abcafd66e3', u'6abcafd66e3c', u'6abcafd66e3c5']",http://www.starwoodhotels.com/pub/media/1811/mer1811wn.48037_tn.jpg,1811
4,Tahiti,(689) 470728,Le Méridien Tahiti,French Polynesia,P.O. Box 380595,Tamanu,lemeridien,(689) 470707,,97718,"-17.67988,-149.58645",2010-09-22T16:37:58,"[u'2', u'29', u'293', u'2939', u'2939e', u'2939e6', u'2939e68', u'2939e688', u'2939e688e', u'2939e688eb', u'2939e688eb5', u'2939e688eb5e', u'2939e688eb5e8']",http://www.starwoodhotels.com/pub/media/1906/mer1906ex.21166_tn.jpg,1906
2,Indianapolis,(317) 574-4616,Four Points by Sheraton Indianapolis Carmel,United States,,251 Pennsylvania Parkway,fourpoints,(317) 574-4600,Indiana,46280,"39.931327,-86.148863",2010-09-22T02:54:55,"[u'9', u'9a', u'9a8', u'9a84', u'9a84e', u'9a84e5', u'9a84e5d', u'9a84e5d9', u'9a84e5d98', u'9a84e5d981', u'9a84e5d981a', u'9a84e5d981a7', u'9a84e5d981a77']",http://www.starwoodhotels.com/pub/media/3517/fpt3517ex.85745_tn.jpg,3517
5,Algiers,(213)(21) 377700,Sheraton Club des Pins Resort and Towers,Algeria,Staoueli,"Boite Postal 62, Club Des Pins",sheraton,(213)(21) 377777,,16101,"36.78327,3.0498",2010-09-24T03:46:57,"[u'c', u'ca', u'ca2', u'ca24', u'ca242', u'ca2426', u'ca24264', u'ca242645', u'ca2426452', u'ca2426452d', u'ca2426452d0', u'ca2426452d06', u'ca2426452d067']",http://www.starwoodhotels.com/pub/media/1160/she1160ex.33237_tn.jpg,1160
5,Boston,(617) 310-6730,W Boston,United States,,100 Stuart Street,whotels,(617) 261-8700,Massachusetts,02116,"42.3509408,-71.0652586",2010-09-22T02:58:55,"[u'9', u'9a', u'9af', u'9af1', u'9af11', u'9af11f', u'9af11f9', u'9af11f9e', u'9af11f9ed', u'9af11f9ed5', u'9af11f9ed51', u'9af11f9ed516', u'9af11f9ed516f']",http://www.starwoodhotels.com/pub/media/1787/who1787ex.91523_tn.jpg,1787
3,Zagreb,(385)(1) 4553035,Sheraton Zagreb Hotel,Croatia,,Kneza Borne 2,sheraton,(385)(1) 4553535,,10000,"45.8077269,15.984453",2010-09-22T03:02:55,"[u'e', u'e0', u'e04', u'e047', u'e0471', u'e04719', u'e047197', u'e0471979', u'e04719795', u'e047197956', u'e0471979562', u'e04719795623', u'e04719795623c']",http://www.starwoodhotels.com/pub/media/316/eu316ex2_tn.jpg,316
3,Portland,(503) 249-7602,Sheraton Portland Airport Hotel,United States,,8235 Northeast Airport Way,sheraton,(503) 281-2500,Oregon,97220,"45.5823499,-122.5754614",2010-09-22T03:06:55,"[u'a', u'a4', u'a44', u'a440', u'a440f', u'a440f3', u'a440f33', u'a440f331', u'a440f3315', u'a440f33151', u'a440f331512', u'a440f3315129', u'a440f3315129b']",http://www.starwoodhotels.com/pub/media/881/she881lo.40547_tn.jpg,881
5,Milan,(39)(02) 63366337,"The Westin Palace, Milan",Italy,,Piazza della Repubblica 20,westin,(39)(02) 63361,,20124,"45.4791209,9.1986271",2010-09-22T03:10:55,"[u'e', u'e0', u'e01', u'e014', u'e014c', u'e014c8', u'e014c8e', u'e014c8ec', u'e014c8ec6', u'e014c8ec6a', u'e014c8ec6a5', u'e014c8ec6a57', u'e014c8ec6a572']",http://www.starwoodhotels.com/pub/media/49/wes49ex.89663_tn.jpg,49
3,Urumqi,(86)(991) 699 9888,Sheraton Urumqi Hotel,China,,669 Northern Youhao Road,sheraton,(86)(991) 699 9999,Xinjiang,830000,"43.82103,87.58949",2010-09-22T03:14:56,"[u'c', u'cf', u'cff', u'cffc', u'cffc3', u'cffc32', u'cffc324', u'cffc3249', u'cffc3249a', u'cffc3249a4', u'cffc3249a45', u'cffc3249a454', u'cffc3249a4540']",http://www.starwoodhotels.com/pub/media/1707/she1707ex.44656_tn.jpg,1707
3,Tempe,(480) 621-3303,Aloft Tempe,United States,,951 East Playa Del Norte Drive,alofthotels,(480) 621-3300,Arizona,85281,"33.4340463,-111.9246366",2010-09-23T16:19:55,"[u'8', u'8d', u'8da', u'8daa', u'8daa9', u'8daa94', u'8daa94e', u'8daa94e0', u'8daa94e0e', u'8daa94e0ef', u'8daa94e0ef7', u'8daa94e0ef79', u'8daa94e0ef79f']",http://www.starwoodhotels.com/pub/media/alf/alfex.72521_tn.jpg,3102
3,Austin,(512) 491-0708,Aloft Austin at The Domain,United States,,11601 Domain Drive,alofthotels,(512) 491-0777,Texas,78758,"30.4001504,-97.7251019",2010-09-23T11:45:43,"[u'8', u'8d', u'8dc', u'8dce', u'8dce4', u'8dce4a', u'8dce4aa', u'8dce4aa1', u'8dce4aa16', u'8dce4aa167', u'8dce4aa1678', u'8dce4aa1678a', u'8dce4aa1678a2']",http://www.starwoodhotels.com/pub/media/3240/alf3240cl.89125_tn.jpg,3240
4,New Orleans,(504) 553-5120,The Westin New Orleans Canal Place,United States,,100 Rue Iberville,westin,(504) 566-7006,Louisiana,70130,"29.951359,-90.0646715",2010-09-23T10:40:52,"[u'8', u'8d', u'8dd', u'8ddd', u'8dddd', u'8dddd7', u'8dddd79', u'8dddd790', u'8dddd790a', u'8dddd790af', u'8dddd790af6', u'8dddd790af64', u'8dddd790af64a']",http://www.starwoodhotels.com/pub/media/1763/wes1763ex.60501_tn.jpg,1763
4,Tampa,(813) 229-5322,The Westin Tampa Harbour Island,United States,,725 South Harbour Island Blvd,westin,(813) 229-5000,Florida,33602,"27.937925,-82.454825",2010-09-23T07:28:09,"[u'9', u'98', u'983', u'983b', u'983b9', u'983b9b', u'983b9bd', u'983b9bdb', u'983b9bdbe', u'983b9bdbe8', u'983b9bdbe85', u'983b9bdbe85e', u'983b9bdbe85e6']",http://www.starwoodhotels.com/pub/media/1764/wes1764ex.54848_tn.jpg,1764
2,Houston,(713) 526-8709,Four Points by Sheraton Houston Southwest,United States,,2828 Southwest Freeway,fourpoints,(713) 942-2111,Texas,77098-4502,"29.731565,-95.422773",2010-09-23T09:44:39,"[u'8', u'8d', u'8dd', u'8dd8', u'8dd82', u'8dd824', u'8dd8249', u'8dd82490', u'8dd82490f', u'8dd82490f9', u'8dd82490f9a', u'8dd82490f9a8', u'8dd82490f9a89']",http://www.starwoodhotels.com/pub/media/1481/fpt1481ex.89570_tn.jpg,1481
5,Mont Tremblant,(819) 681-8001,"Le Westin Resort & Spa, Tremblant, Quebec",Canada,,100 Chemin Kandahar,westin,(819) 681-8000,Quebec,J8E 1E2,"46.2127032,-74.58798",2010-09-22T03:18:56,"[u'b', u'b0', u'b04', u'b046', u'b046d', u'b046df', u'b046df9', u'b046df93', u'b046df93c', u'b046df93c4', u'b046df93c4d', u'b046df93c4d0', u'b046df93c4d00']",http://www.starwoodhotels.com/pub/media/1197/wes1197ex.32444_tn.jpg,1197
4,Tokyo,(81)(3) 3447 3133,"Sheraton Miyako Hotel, Tokyo",Japan,,1-1-50 Shirokanedai Minato-ku,sheraton,(81)(3) 3447 3111,Tokyo,108-8640,"35.639288,139.730574",2010-09-24T01:06:17,"[u'd', u'de', u'de0', u'de0d', u'de0d9', u'de0d99', u'de0d99f', u'de0d99fb', u'de0d99fba', u'de0d99fba6', u'de0d99fba6f', u'de0d99fba6f8', u'de0d99fba6f86']",http://www.starwoodhotels.com/pub/media/3091/she3091ex.59337_tn.jpg,3091
3,Frankfurt,(49)(69) 6633667,Sheraton Frankfurt Congress Hotel,Germany,,Lyoner Strasse 44-48,sheraton,(49)(69) 66330,,60528,"50.07695,8.62754",2010-09-22T03:22:57,"[u'e', u'e0', u'e03', u'e03e', u'e03e0', u'e03e0e', u'e03e0e8', u'e03e0e84', u'e03e0e846', u'e03e0e846b', u'e03e0e846b6', u'e03e0e846b68', u'e03e0e846b684']",http://www.starwoodhotels.com/pub/media/142/she142sl.74141_tn.jpg,142
4,Clearwater Beach,(727) 596-8488,Sheraton Sand Key Resort,United States,,1160 Gulf Blvd.,sheraton,(727) 595-1611,Florida,33767,"27.955896,-82.8292",2010-09-23T07:40:13,"[u'9', u'98', u'983', u'983b', u'983ba', u'983ba1', u'983ba14', u'983ba149', u'983ba1493', u'983ba1493c', u'983ba1493cb', u'983ba1493cbd', u'983ba1493cbd6']",http://www.starwoodhotels.com/pub/media/914/she914ex.31347_tn.jpg,914
2,Atlanta,(770) 991-5906,Sheraton Gateway Hotel Atlanta Airport,United States,,1900 Sullivan Road,sheraton,(770) 997-1100,Georgia,30337,"33.626439,-84.451625",2010-09-23T17:36:50,"[u'9', u'98', u'98a', u'98af', u'98aff', u'98aff7', u'98aff70', u'98aff70e', u'98aff70e0', u'98aff70e00', u'98aff70e005', u'98aff70e005b', u'98aff70e005b2']",http://www.starwoodhotels.com/pub/media/48/she48gr.83084_tn.jpg,48
3,Nusa Dua,(62)(361) 771908,"The Westin Resort Nusa Dua, Bali",Indonesia,,P.O. Box 36,westin,(62)(361) 771906,Bali,80363,"-8.794072,115.229825",2010-09-22T17:02:11,"[u'7', u'7b', u'7b0', u'7b0b', u'7b0b7', u'7b0b7f', u'7b0b7fa', u'7b0b7fa8', u'7b0b7fa85', u'7b0b7fa85d', u'7b0b7fa85da', u'7b0b7fa85da7', u'7b0b7fa85da70']",http://www.starwoodhotels.com/pub/media/35/wes35ex.77468_tn.jpg,35
2,Cocoa Beach,(321) 783-8719,Four Points by Sheraton Cocoa Beach,United States,,4001 N. Atlantic Avenue,fourpoints,(321) 783-8717,Florida,32931,"28.355521,-80.607713",2010-09-23T08:04:27,"[u'9', u'98', u'989', u'9894', u'98946', u'989466', u'9894665', u'9894665b', u'9894665bf', u'9894665bf9', u'9894665bf9a', u'9894665bf9a8', u'9894665bf9a81']",http://www.starwoodhotels.com/pub/media/1515/fpt1515ex.34509_tn.jpg,1515
2,Rosemont,(847) 671-2955,Aloft Chicago O'Hare,United States,,9700 Balmoral Avenue,alofthotels,(847) 671-4444,Illinois,60018,"41.9766999,-87.8688465",2010-09-22T03:26:57,"[u'9', u'9a', u'9a8', u'9a8b', u'9a8bc', u'9a8bca', u'9a8bca0', u'9a8bca0f', u'9a8bca0f7', u'9a8bca0f75', u'9a8bca0f751', u'9a8bca0f7514', u'9a8bca0f75145']",http://www.starwoodhotels.com/pub/media/3124/alf3124ex.72214_tn.jpg,3124
3,Toronto,(416) 947-4854,Sheraton Centre Toronto Hotel,Canada,,123 Queen Street West,sheraton,(416) 361-1000,Ontario,M5H 2M9,"43.6512559,-79.3843677",2010-09-22T03:30:58,"[u'9', u'9a', u'9ab', u'9abd', u'9abd4', u'9abd42', u'9abd427', u'9abd4270', u'9abd4270e', u'9abd4270e8', u'9abd4270e8b', u'9abd4270e8ba', u'9abd4270e8bab']",http://www.starwoodhotels.com/pub/media/271/she271cl.62271_tn.jpg,271
3,Anchorage,(907) 276-7561,Sheraton Anchorage Hotel & Spa,United States,,401 East 6th Avenue,sheraton,(907) 276-8700,Alaska,99501,"61.218681,-149.902053",2010-09-22T03:34:59,"[u'a', u'a3', u'a33', u'a33b', u'a33b1', u'a33b16', u'a33b161', u'a33b1617', u'a33b16170', u'a33b161704', u'a33b161704c', u'a33b161704c9', u'a33b161704c9d']",http://www.starwoodhotels.com/pub/media/350/she350sp.66615_tn.jpg,350
4,Santiago,(56)(2) 707 1010,"San Cristobal Tower, Santiago",Chile,,Josefina Edwards De Ferrari 0100,luxury,(56)(2) 707 1000,,,"-33.4225258,-70.6213923",2010-09-22T14:37:26,"[u'3', u'32', u'325', u'3251', u'32517', u'32517a', u'32517a3', u'32517a3f', u'32517a3f5', u'32517a3f5a', u'32517a3f5a9', u'32517a3f5a98', u'32517a3f5a98e']",http://www.starwoodhotels.com/pub/media/206/lux206gr.82446_tn.jpg,206
3,St Julians,(356) 2311 0001,Le Méridien St. Julians Hotel & Spa,Malta,Balluta Bay,39 Main Street,lemeridien,(356) 2311 0000,,STJ 15,"35.91401,14.49316",2010-09-24T02:26:50,"[u'c', u'ca', u'ca4', u'ca4e', u'ca4e1', u'ca4e12', u'ca4e125', u'ca4e125e', u'ca4e125eb', u'ca4e125ebc', u'ca4e125ebc3', u'ca4e125ebc34', u'ca4e125ebc342']",http://www.starwoodhotels.com/pub/media/1947/mer1947lo.35372_tn.jpg,1947
4,Detroit,(734) 942-6600,The Westin Detroit Metropolitan Airport,United States,,2501 Worldgateway Place,westin,(734) 942-6500,Michigan,48242,"42.2161757,-83.3522229",2010-09-22T03:38:59,"[u'9', u'9a', u'9ab', u'9ab0', u'9ab04', u'9ab045', u'9ab045c', u'9ab045cc', u'9ab045cc2', u'9ab045cc2f', u'9ab045cc2f0', u'9ab045cc2f00', u'9ab045cc2f00f']",http://www.starwoodhotels.com/pub/media/1415/wes1415ex.33524_tn.jpg,1415
3,Plano,(214) 474-2820,Aloft Plano,United States,,6853 North Dallas Parkway,alofthotels,(214) 474-2520,Texas,75024,"32.929999,-96.820424",2010-09-23T15:31:10,"[u'8', u'8d', u'8de', u'8ded', u'8deda', u'8deda6', u'8deda63', u'8deda636', u'8deda6363', u'8deda6363e', u'8deda6363e0', u'8deda6363e09', u'8deda6363e092']",http://www.starwoodhotels.com/pub/media/3155/alf3155ex.77838_tn.jpg,3155
4,Oran,(213)(41) 590101,Sheraton Oran Hotel & Towers,Algeria,Seddikia,Route des Falaises Avenue Canastel,sheraton,(213)(41) 590100,,,"35.7125888,-0.6160069",2010-09-24T01:02:15,"[u'9', u'9f', u'9f5', u'9f5d', u'9f5de', u'9f5de0', u'9f5de0d', u'9f5de0dd', u'9f5de0ddd', u'9f5de0ddd1', u'9f5de0ddd1e', u'9f5de0ddd1ed', u'9f5de0ddd1edd']",http://www.starwoodhotels.com/pub/media/1572/she1572ex.31445_tn.jpg,1572
4,Budapest,(36)(1) 429 5555,Le Méridien Budapest,Hungary,,Erzsebet Ter 9-10,lemeridien,(36)(1) 429 5500,,1051,"47.4975929,19.0530318",2010-09-22T03:42:59,"[u'e', u'e0', u'e05', u'e05b', u'e05bc', u'e05bc0', u'e05bc0f', u'e05bc0f2', u'e05bc0f23', u'e05bc0f237', u'e05bc0f237d', u'e05bc0f237d5', u'e05bc0f237d5c']",http://www.starwoodhotels.com/pub/media/1861/mer1861ex.9557_tn.jpg,1861
